,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
1743,Tom,"""Donald Trump's appeasement of Putin wasn't just a personal act of treason, it's the Republican Party's official position.""",VoteVets,"March 10, 2022",barely-true,FAKE,0
1744,Monique,An image shows “Ukrainian soldiers praying.”,Facebook posts,"March 9, 2022",false,FAKE,0
1745,Yacob,"The oil industry has ""9,000 permits to drill now. They could be drilling right now, yesterday, last week, last year.""",Joe Biden,"March 9, 2022",mostly-true,REAL,1
1746,Monique,"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",Facebook posts,"March 9, 2022",false,FAKE,0
1747,Sara,"“And just like that, your $15/hr doesn’t buy you as much as $7.50/hr did a year ago.”",Facebook posts,"March 9, 2022",false,FAKE,0
1748,Monique,“Oprah reveals her fully-natural solution that allowed her to drop 62 (pounds) in six weeks.”,Facebook posts,"March 9, 2022",pants-fire,FAKE,0
1749,Meghan,"“With the ongoing pandemic, our State Park attendance is at the highest it’s ever been.”",Robert Ortt,"March 9, 2022",true,REAL,1
1750,Jeff,"""There is no evidence Biden’s spending produced one job. Nonpartisan projections for job growth in 2021, not including that American Rescue Plan, showed higher job growth than Biden produced.”",Ben Shapiro,"March 9, 2022",barely-true,FAKE,0
1751,Jeff,"""Gas is high because they shut down production in the U.S.” under the Biden administration.",Facebook posts,"March 9, 2022",false,FAKE,0
1752,Tom,"""Marco Rubio is following his party bosses, like Rick Scott, with his plan to raise taxes on Florida's working families, retirees and veterans.""",Val Demings,"March 9, 2022",false,FAKE,0
1753,Monique,Video shows Russian President Vladimir Putin meeting with South Korea’s president.,Facebook posts,"March 9, 2022",false,FAKE,0
1754,Samantha,“Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.”,Bloggers,"March 8, 2022",pants-fire,FAKE,0
1755,Ciara,“Worldwide data has confirmed the vaccinated are developing COVID vaccine-induced Acquired Immune Deficiency Syndrome.”,Bloggers,"March 8, 2022",pants-fire,FAKE,0
1756,D.L.,"""Here in Wisconsin, prescription drug costs grew at a pace of nearly twice as much as the average Wisconsinite's income from 2015-2019.""",Sarah Godlewski,"March 8, 2022",mostly-true,REAL,1
1757,Ciara,Dr. Anthony Fauci has not spoken or appeared publicly for several weeks.,Facebook posts,"March 7, 2022",false,FAKE,0
1758,Tom,"“As the world rallies around Ukraine, Mike Lee was one of only two senators to oppose sanctions on Putin. Then he flew to the Kremlin and discussed dropping sanctions. Lee even opposed arming Ukrainians fighting for their lives.”",Evan McMullin,"March 7, 2022",barely-true,FAKE,0
1759,Monique,Ukraine issued a press release about Joe Biden,Facebook posts,"March 7, 2022",false,FAKE,0
1760,Ciara,Gas cost $9 a gallon in California in early March 2022.,Viral image,"March 7, 2022",false,FAKE,0
1761,Elizabeth,“More white legacy students get admitted to top universities than Black & Latinx students admitted through affirmative action.”,Jamaal Bowman,"March 7, 2022",half-true,REAL,1
1762,Jeff,CDC Director Dr. Rochelle Walensky said she gets COVID-19 reports from CNN.,Facebook posts,"March 7, 2022",false,FAKE,0
1763,Samantha,"“The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country.”",Facebook posts,"March 7, 2022",false,FAKE,0
1764,Analisa,"""In my first year in office, Aurora homicides went down by 40%.""",Richard Irvin,"March 6, 2022",barely-true,FAKE,0
1765,Ciara,Says Vladimir Putin said the West is controlled by Satanic pedophiles.,Viral image,"March 4, 2022",false,FAKE,0
1766,Ciara,Photo shows a Russian tank Ukrainians are selling on eBay.,Viral image,"March 4, 2022",false,FAKE,0
1767,Laura,Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Ron Johnson,"March 4, 2022",barely-true,FAKE,0
1768,Samantha,Video shows Ukrainian crisis actors come to life after pretending to be dead.,Tweets,"March 4, 2022",false,FAKE,0
1769,Ciara,Says Sean Penn’s trip to Ukraine in November is evidence the war is staged.,Facebook posts,"March 4, 2022",false,FAKE,0
1770,Gabrielle,The war in Ukraine is “scripted and staged.”,Facebook posts,"March 4, 2022",pants-fire,FAKE,0
1771,Yacob,Wearing masks is “COVID theater” and “not doing anything.”,Ron DeSantis,"March 4, 2022",false,FAKE,0
1772,Samantha,A Ukrainian TikToker shows how to drive an abandoned Russian armored vehicle.,Facebook posts,"March 4, 2022",false,FAKE,0
1773,Monique,Image shows Ukrainian President Volodymyr Zelensky “has joined the front lines with his troops.”,Facebook posts,"March 4, 2022",false,FAKE,0
1774,Tom,Joe Biden's sanctions on Russia “are riddled with loopholes and don't even start for 30 days. They have carve outs for the energy and financial sectors.”,Mike Gibbons,"March 4, 2022",half-true,REAL,1
1775,Jill,The IRS is taking money away from people who received unemployment benefits.,Facebook posts,"• March 3,",barely-true,FAKE,0
1776,Samantha,“I’ve been in and out of Iraq and Afghanistan over 40 times.”,Joe Biden,"March 3, 2022",false,FAKE,0
1777,Bill,"A 2022 CNN report said, “Russia deploys two nuke bombers in US backyard, Venezuela.”",Facebook posts,"March 3, 2022",false,FAKE,0
1778,Madison,“NEW: Biden Admin. instructs Americans to social distance and wear masks in the event of a Nuclear Fallout.”,Facebook posts,"March 3, 2022",barely-true,FAKE,0
1779,Lauren,"""During the first 3 months of FY2022 Customs& Border Protection recorded 518k encounters w illegal immigrants at S border That’s up 137% from same point in FY2021.""",Chuck Grassley,"March 3, 2022",mostly-true,REAL,1
1780,Louis,"""The Russian army does not occupy Ukrainian territory.""",Russian Embassy in Canada,"March 3, 2022",pants-fire,FAKE,0
1781,Samantha,Ukrainians altered this street sign to tell Russian troops to go “f---” themselves.,Facebook posts,"March 2, 2022",false,FAKE,0
1782,Paul,"There are now zero students, staff or anyone “related to the school system” in Union County” hospitalized with COVID-19, despite harsh criticism of school COVID policy.",David Willis,"March 2, 2022",half-true,REAL,1
1783,Madison,Photos show Ukrainian citizens destroying two Russian tanks with Molotov cocktails in Kyiv.,Facebook posts,"March 2, 2022",false,FAKE,0
1784,Louis,"“Our economy created over 6.5 million new jobs just last year, more jobs in one year than ever before in the history of the United States of America.”",Joe Biden,"March 1, 2022",half-true,REAL,1
1785,Meg,"""According to Republican Rep. Jeff Shipley, teachers should not receive a pay raise if they teach American history that Republicans don’t agree with.""",Iowa House Democrats,"March 1, 2022",mostly-true,REAL,1
1786,Monique,"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world.""",Facebook posts,"March 1, 2022",false,FAKE,0
1787,Monique,"""An 8-year-old Ukrainian girl confronts a Russian soldier telling him to go back to his country.”",Facebook posts,"March 1, 2022",false,FAKE,0
1788,Bill,A photo of a wounded young child was captured in Ukraine in 2022.,Facebook posts,"March 1, 2022",false,FAKE,0
1789,Samantha,Video shows Ukrainian soldiers saying goodbye to loved ones amid Russia’s 2022 invasion.,Facebook posts,"March 1, 2022",false,FAKE,0
1790,Gabrielle,Joe Biden was holding a medical device in a photo he tweeted during the 2022 Winter Olympics.,Bloggers,"March 1, 2022",pants-fire,FAKE,0
1791,Jon,The 2020 election “was stolen from Donald J. Trump.”,Josh Mandel,"March 1, 2022",pants-fire,FAKE,0
1792,Jeff,"""Ukrainian fighter-ace known as the 'Ghost of Kyiv's real name is Samuyil Hyde.”",Facebook posts,"March 1, 2022",pants-fire,FAKE,0
1793,Madeline,"“Over-vaccination causes faster mutation of the (COVID-19) virus, which causes a super virus we may not have the ability to fight off.”",Mary Felzkowski,"March 1, 2022",false,FAKE,0
1794,Victoria,“Millions of hardworking Americans will no longer have to worry about unexpected medical bills.”,Joe Biden,"March 1, 2022",mostly-true,REAL,1
1795,Tom,"The Keystone XL pipeline ""would have produced 830,000 barrels of oil per day, more than enough to offset what we import from Russia.""",Jake LaTurner,"February 28, 2022",half-true,REAL,1
1796,Yacob,“We have doubled our (oil) imports from Russia in the last year.”,Maria Bartiromo,"February 28, 2022",barely-true,FAKE,0
1797,Andy,"The United States buys ""206,000 barrels of oil a day"" from Russia but ""shut down domestic oil production a year ago.""",Facebook posts,"February 28, 2022",barely-true,FAKE,0
1798,Tom,Sen. Ron Johnson has been “rewarding companies that outsource to China.”,Democratic Senatorial Campaign Committee,"February 28, 2022",false,FAKE,0
1799,Bill,A photo showing young children saluting troops was captured in Ukraine in 2022.,Viral image,"February 28, 2022",false,FAKE,0
1800,Monique,"""It was revealed in court” on Feb. 23, 2022 “that Tory Lanez DNA WAS NOT found on the weapon in the Meg Thee Stallion case.""",Facebook posts,"February 28, 2022",false,FAKE,0
1801,Madison,Video shows a Ukrainian fighter pilot shooting down a Russian plane.,Facebook posts,"February 28, 2022",false,FAKE,0
1802,Jeff,Actor Steven Seagal spotted among Russian special forces in Ukraine,Joe Rogan,"February 28, 2022",false,FAKE,0
1803,Nusaiba,"""In 2020, more journalists were killed in Mexico than in any other country in the world.""",Ted Cruz,"February 28, 2022",true,REAL,1
1804,Tom,"""Hillary Clinton spied on President Trump.""",Donald Trump,"February 28, 2022",false,FAKE,0
1805,Bill,“NATO (under direction from the United States) is violating previous agreements and expanding eastward.”,Candace Owens,"February 28, 2022",barely-true,FAKE,0
1806,Tom,Build Back Better “would be a huge payday for Chinese manufacturing” and “would fill our streets with cars made with Chinese parts.”,Stand Up To China,"February 28, 2022",false,FAKE,0
1807,Madeline,“Republican leadership has not been clear about whether they support Rep. Ramthun’s illegal and undemocratic resolution” on the 2020 election.,Greta Neubauer,"February 28, 2022",false,FAKE,0
1808,Yacob,A 2022 video shows “Ukrainian and Russian soldiers face to face.”,TikTok posts,"February 25, 2022",false,FAKE,0
1809,Monique,"""Bill Gates hatches 'horribly stupid' plan to block out the sun""",Facebook posts,"February 25, 2022",false,FAKE,0
1810,Ciara,Photo shows Empire State Building lit up to support Ukraine.,Tweets,"February 25, 2022",false,FAKE,0
1811,Luiz,"Photos show “Ukrainian Christians pray outdoors, in the snow, for their country in this phase of war danger.”",Facebook posts,"February 25, 2022",half-true,REAL,1
1812,Madison,TikTok video shows Russian soldiers parachuting into Ukraine.,TikTok posts,"February 25, 2022",false,FAKE,0
1813,Jeff,Russia is targeting U.S. biological weapons labs in Ukraine invasion.,Tweets,"February 25, 2022",false,FAKE,0
1814,Jon,Ethnic Russians face “genocide perpetrated by the Kyiv regime.”,Vladimir Putin,"February 25, 2022",false,FAKE,0
1815,Ciara,Video shows footage from Russia invading Ukraine.,Viral image,"February 25, 2022",false,FAKE,0
1816,Madeline,"Gov. Tony Evers has “only gotten one-third of the money meant for COVID relief out the door. He is sitting on $930 million in ARPA funds left unspent. In fact, he still has CARES Act money from two years ago.”",Wisconsin Senate Republicans,"February 25, 2022",mostly-true,REAL,1
1817,Jeff,"January 2022 fentanyl seizures show ""illicit drugs are flowing into the country at an alarming rate because of Biden’s open border.”",Republican National Committee,"February 24, 2022",barely-true,FAKE,0
1818,Ciara,A photo shows a Russian warplane under attack.,Viral image,"February 24, 2022",false,FAKE,0
1819,Tom,"“Under Greg Abbott’s leadership, Texas is putting taxpayer dollars into Chinese companies.”",Don Huffines,"February 24, 2022",barely-true,FAKE,0
1820,Samantha,"This ""footage"" shows Russia attacking Ukraine.",Facebook posts,"February 24, 2022",false,FAKE,0
1821,Madison,“News report accidentally reveals doctors giving ‘banned’ COVID treatment to the Queen.”,Facebook posts,"February 24, 2022",false,FAKE,0
1822,Warren,"Virginia is ""one of only a handful of states that actually taxes our veterans’ retirement.”",Glenn Youngkin,"February 23, 2022",half-true,REAL,1
1823,Ciara,"Luc Montagnier's death is linked to his ""exposing"" that there's HIV in the COVID-19 vaccine.",Facebook posts,"February 23, 2022",pants-fire,FAKE,0
1824,Ciara,Says CNN reported Queen Elizabeth II died.,Facebook posts,"February 23, 2022",false,FAKE,0
1825,Becca,"Says Thomas Jefferson said, “If serving in an elected office ever becomes a career, corruption will surely follow.”",Facebook posts,"February 23, 2022",false,FAKE,0
1826,Ciara,“Only 16% Of Canadians Would SUPPORT Trudeau After Trucker Protest!”,Facebook posts,"February 23, 2022",barely-true,FAKE,0
1827,Ciara,“Hillary is taken to Gitmo.”,Facebook posts,"February 23, 2022",pants-fire,FAKE,0
1828,Yacob,The Centers for Disease Control and Prevention has amassed the “largest collection of human data in history” through COVID-19 PCR tests.,Instagram posts,"February 23, 2022",false,FAKE,0
1829,Vanessa,Says he led the fight to add 200 new police officers to make the City of Milwaukee safer.,Cavalier Johnson,"February 23, 2022",half-true,REAL,1
1830,Bill,"""Ukraine was the No. 1 donor to Hillary Clinton when she was running for president.”",Marjorie Taylor Greene,"February 22, 2022",false,FAKE,0
1831,Monique,"""Trudeau's foundation owns 40% of Acuitas Therapeutics which makes mechanic lipids for Pfizer.""",Instagram posts,"February 22, 2022",false,FAKE,0
1832,Monique,Billie Eilish's younger sister has an OnlyFans account.,Instagram posts,"February 22, 2022",pants-fire,FAKE,0
1833,Monique,Photo shows Donald Trump refusing to shake hands with Justin Trudeau.,Facebook posts,"February 22, 2022",pants-fire,FAKE,0
1834,Monique,Video shows man diving off a high bridge and into a swimming pool on a moving boat.,Facebook posts,"February 22, 2022",false,FAKE,0
1835,Jeff,"""Ottawa may euthanize truckers’ pets as punishment.”",Facebook posts,"February 22, 2022",false,FAKE,0
1836,Bill,Greenpeace USA had a banner on Trump International Hotel in Las Vegas making fun of Donald Trump’s genitalia.,Tweets,"February 22, 2022",pants-fire,FAKE,0
1837,Jon,"Says Joe Biden risks war with Russia because Vladimir Putin doesn’t “believe in transgender rights.""",J.D. Vance,"February 21, 2022",pants-fire,FAKE,0
1838,Louis,“Russia has never attacked anyone throughout its history.”,Dmitry Peskov,"February 21, 2022",pants-fire,FAKE,0
1839,Monique,"This photo shows ""headache treatments in 1890s known as vibration therapy.""",Facebook posts,"February 21, 2022",false,FAKE,0
1840,Jon,"""The latest with the Durham report is that the Clinton campaign … actually spied on the president of the United States.”",Rick Scott,"February 21, 2022",false,FAKE,0
1841,Ciara,Video shows that Sûreté du Québec officers “removed their identifying names and badge numbers from their uniforms in Ottawa.”,Viral image,"February 21, 2022",false,FAKE,0
1842,Nusaiba,"""100,000 Americans died of an overdose in a single year.""",John Cornyn,"February 21, 2022",true,REAL,1
1843,Ciara,Queen Elizabeth II is dead.,Facebook posts,"February 21, 2022",false,FAKE,0
1844,Jill,President John F. Kennedy “was planning to end the Federal Reserve.”,Facebook posts,"• February 21,",false,FAKE,0
1845,Andy,"Grocery chain Aldi will send people who share a Facebook post a “bag full of family necessities” worth $750, and 100 random bags also have a voucher for $500.",Facebook posts,"February 21, 2022",pants-fire,FAKE,0
1846,Analisa,"""There is absolutely no observed or clinical data that indicates any benefit whatsoever to masking K-12 students in schools.""",Blaine Wilhour,"February 20, 2022",barely-true,FAKE,0
1847,Ciara,"Says Rep. Marjorie Taylor Greene said, “If it weren’t for electricity, we’d all be watching TV by candlelight.”",Viral image,"February 18, 2022",false,FAKE,0
1848,Yacob,"Says the Biden administration’s Unaccompanied Alien Children process has “no vetting, no transparency.”",Ron DeSantis,"February 18, 2022",barely-true,FAKE,0
1849,D.L.,"""48-Hour waiting periods limit crimes of passion and keep our communities safe.”",Shelia Stubbs,"February 18, 2022",half-true,REAL,1
1850,Jill,"“Teachers can only deduct up to $250 for school supplies on their taxes, but billionaires can write off the entire cost of a private jet.”",Melanie D'Arrigo,"• February 18,",mostly-true,REAL,1
1851,Ciara,An image shows “a medical oddity that is characterized by having two pupils in each eyeball.”,Viral image,"February 18, 2022",false,FAKE,0
1852,Warren,“More than half of Virginia’s school buildings are older than 50 years.”,Jennifer McClellan,"February 18, 2022",true,REAL,1
1853,Monique,“Airline CEO gets pied for forcing vaccinations”,TikTok posts,"February 17, 2022",false,FAKE,0
1854,Ciara,“CNN confirms Trump WILL be ARRESTED.”,Facebook posts,"February 17, 2022",false,FAKE,0
1855,Monique,"List shows “1,000 peer reviewed studies questioning COVID-19 vaccine safety”",Bloggers,"February 17, 2022",false,FAKE,0
1856,Monique,“Trudeau declares Emergencies Act amounting to near martial law in Canada.”,Facebook posts,"February 17, 2022",false,FAKE,0
1857,Sara,“The CEO of Moderna deleted his Twitter and dumped $400 million of Moderna stock. Big Pharma seems to know some bad news is coming.”,Instagram posts,"February 17, 2022",barely-true,FAKE,0
1858,Samantha,Says the FDA said that Pfizer “falsely misled” the agency about the safety of the COVID-19 vaccines and that the shots are killing more people than they save.,Instagram posts,"February 17, 2022",pants-fire,FAKE,0
1859,Jeff,"""Ivanka Trump charged with major crime.”",Facebook posts,"February 17, 2022",false,FAKE,0
1860,Bill,"“Durham’s documents show that Hillary Clinton hired people who hacked into Trump’s home and office computers” and “planted evidence, fabricated evidence connecting Trump to Russia.”",Jesse Watters,"February 17, 2022",false,FAKE,0
1861,Paul,Republican state Sens. Paul Newton and Warren Daniel “refused to even give testimony” in North Carolina’s latest redistricting case.,North Carolina state House Democratic Caucus,"February 17, 2022",half-true,REAL,1
1862,Madison,"“Johns Hopkins University confirms: You can be vaccinated with a PCR test, even without knowing”",Facebook posts,"February 16, 2022",false,FAKE,0
1863,Monique,"Map shows states where “all of the children… are back to living mask-free, normal lives.”",Instagram posts,"February 16, 2022",barely-true,FAKE,0
1864,Andy,"Says that President Joe Biden said Americans will start seeing “direct deposits in their bank accounts this weekend,” and that Medicare recipients will get back $2,880.",Facebook posts,"February 16, 2022",pants-fire,FAKE,0
1865,Jeff,"""According to Congress, travel nurses need a pay cap.”",Facebook posts,"February 16, 2022",false,FAKE,0
1866,Caleb,Turning Point USA is a white nationalist organization.,Tweets,"February 16, 2022",false,FAKE,0
1867,Ciara,Buzz Aldrin’s comments during an interview with Conan O’Brien prove the moon landing was fake.,Viral image,"February 16, 2022",false,FAKE,0
1868,Louis,"""Inflation has been caused by the global economies shutting down all at once, reopening all at once. And … the U.S. economy is recovering at a far faster pace than any other country in the OECD.""",Patrick Gaspard,"February 16, 2022",mostly-true,REAL,1
1869,Vivian,"""Study proves children’s hearts destroyed by COVID vaccine.""",Infowars,"February 15, 2022",false,FAKE,0
1870,Samantha,"Photo shows the freedom convoy in Canberra, Australia, with over 1.5 million cars.",Viral image,"February 15, 2022",pants-fire,FAKE,0
1871,Andy,"A molecule found in a Himalayan fungus ""kills cancer cells with 40 times potency.""",Facebook posts,"February 15, 2022",half-true,REAL,1
1872,Monique,"Image shows ""This is happening right now...in Australia!! 1.5 Million showed up for a Freedom March/Rally.""",Facebook posts,"February 15, 2022",pants-fire,FAKE,0
1873,Monique,“President Biden's Air Force One pilot got fired after this vertical take off.”,Facebook posts,"February 15, 2022",pants-fire,FAKE,0
1874,Monique,"The New York City Police Department arrested a 9-year-old ""because she didn’t have a vaccine card in the museum.""",Instagram posts,"February 15, 2022",false,FAKE,0
1875,Nusaiba,"Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 — with zero basis in science — to make billions of dollars.""",Chip Roy,"February 15, 2022",pants-fire,FAKE,0
1876,Jeff,The CDC was “normalizing blood clots” by tweeting about the health condition before the Super Bowl.,Facebook posts,"February 15, 2022",false,FAKE,0
1877,Alan,Says he has issued more pardons than “any Wisconsin governor in contemporary history.”,Tony Evers,"February 15, 2022",true,REAL,1
1878,Amy,"""One in 13 Black Americans are deprived of the right to vote.""",Gary Chambers Jr.,"February 15, 2022",half-true,REAL,1
1879,Nusaiba,"""Books banned in Texas include 1984, Maus, and The Handmaid's Tale, but not Mein Kampf.""",Tweets,"February 14, 2022",false,FAKE,0
1880,Bill,A video shows that “OnlyFans has guys on campus encouraging your daughters to do porn for ‘financial freedom.’”,Tweets,"February 14, 2022",false,FAKE,0
1881,Amy,“Nevada ranks 50th in election integrity ratings.”,Jesse Haw,"February 14, 2022",barely-true,FAKE,0
1882,Monique,“The second booster has eight strains of HIV.”,Facebook posts,"February 14, 2022",pants-fire,FAKE,0
1883,Warren,Virginia’s economic growth “has stalled at less than 1% per year for eight years.”,Glenn Youngkin,"February 14, 2022",mostly-true,REAL,1
1884,Madison,COVID-19 vaccines caused a 40% increase in deaths identified by a life insurance company.,Bloggers,"February 11, 2022",false,FAKE,0
1885,Samantha,"COVID spelled backward is “divoc” which means ""possession of the evil spirit"" in Hebrew.",Facebook posts,"February 11, 2022",false,FAKE,0
1886,Yacob,"“New Jersey and Maryland produce more solar power than Florida, the Sunshine State!”",Charlie Crist,"February 11, 2022",barely-true,FAKE,0
1887,Tom,“We all know China created COVID.”,Dave McCormick,"February 11, 2022",false,FAKE,0
1888,Amy,Arizona House bill to “decertify” 2020 results “could effectively recall the Biden electors.”,Bloggers,"February 11, 2022",pants-fire,FAKE,0
1889,Jeff,Says a Washington Post headline and graphic about COVID-19 deaths are misleading.,Facebook posts,"February 11, 2022",false,FAKE,0
1890,Sara,"In England, “official data shows children are up to 52 times more likely to die following COVID-19 vaccination than unvaccinated children.”",Bloggers,"February 11, 2022",false,FAKE,0
1891,Analisa,“A larger percentage of Illinoisans have been vaccinated than in any other Midwestern state.”,JB Pritzker,"February 11, 2022",mostly-true,REAL,1
1892,D.L.,"""The use of ballot drop boxes and ballot harvesting is illegal.”",Kevin Nicholson,"February 11, 2022",barely-true,FAKE,0
1893,Madison,Says Bob Saget predicted his death,Facebook posts,"February 10, 2022",false,FAKE,0
1894,Madison,Requesting a chargeback is “a better way to get back at” GoFundMe.,Facebook posts,"February 10, 2022",barely-true,FAKE,0
1895,Monique,“Got the old killdozer loaded up heading for Ottawa.”,Facebook posts,"February 10, 2022",false,FAKE,0
1896,Monique,"Girl Scouts support ""Planned Parenthood and pro-abortion politicians.""",Facebook posts,"February 10, 2022",false,FAKE,0
1897,Jon,“Joe Biden uses the ATF to illegally track your gun transactions.”,J.D. Vance,"February 10, 2022",false,FAKE,0
1898,Monique,"“A grand jury trial begins into crimes against humanity"" involving a fabricated coronavirus pandemic.",Facebook posts,"February 10, 2022",pants-fire,FAKE,0
1899,Gabrielle,Says remdesivir is responsible for killing patients hospitalized with COVID-19.,Nicole Sirotek,"February 10, 2022",false,FAKE,0
1900,Louis,The Biden administration “is spending $30 million on crack pipes.”,Sean Spicer,"February 10, 2022",barely-true,FAKE,0
1901,Tom,"""In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.""",Troy Nehls,"February 10, 2022",pants-fire,FAKE,0
1902,Tom,"“Greg Casar passed paid sick leave.""",Greg Casar,"February 10, 2022",half-true,REAL,1
1903,Ciara,“MSNBC announced Trump won 2020 election.”,Facebook posts,"February 10, 2022",pants-fire,FAKE,0
1904,Ciara,Kendall Jenner edited a photo to look like she was holding a “Black Lives Matter” sign.,Viral image,"February 10, 2022",false,FAKE,0
1905,Ciara,"Says C.S. Lewis wrote, “They believed blindly everything they heard or read in the papers. They gave up their freedoms.”",Facebook posts,"February 10, 2022",false,FAKE,0
1906,Jeff,"""Biden and most Democrats want to cap insulin prices at $35 per month. All 50 Republicans in the Senate are opposed to it.”",Facebook posts,"February 10, 2022",barely-true,FAKE,0
1907,Ciara,Comedian Heather McDonald collapsed on stage as a result of the COVID-19 vaccine.,Facebook posts,"February 9, 2022",false,FAKE,0
1908,Tom,"Eric Schmitt “sponsored a bill to spend $480 million of your tax dollars” on cargo hub for airlines ""owned by China's Communist Party” and ""voted to let China buy up Missouri farmland.""",Team PAC,"February 9, 2022",half-true,REAL,1
1909,Louis,“President Trump sanctioned Russia. President Biden gave them a pipeline.”,Kayleigh McEnany,"February 9, 2022",barely-true,FAKE,0
1910,Warren,On banning personal use of campaign funds.,Israel O'Quinn,"February 9, 2022",full-flop,FAKE,0
1911,Naseem,“Embalmers finding ‘strange clots’ in jabbed people”,NewsWars,"February 9, 2022",barely-true,FAKE,0
1912,Bill,"The “top ten most unhealthy U.S. cities” are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",Dan Bongino,"February 8, 2022",pants-fire,FAKE,0
1913,Monique,"“Joe Biden wants to eliminate a regulation that requires school districts to report allegations of teacher on student rape, alleged rape, and sexual assault.”",Facebook posts,"February 8, 2022",false,FAKE,0
1914,Jeff,"Clips of Dr. Anthony Fauci show he “flip-flopped” on guidance for wearing masks, whether kids should be in school and whether people should change how they interact.",Ron DeSantis,"February 8, 2022",barely-true,FAKE,0
1915,Rylee,"""Iowa Republicans have introduced a bill that would put government-installed cameras in every single classroom to livestream school activities for parents to spy on teachers and children.""",Brian Tyler Cohen,"February 8, 2022",true,REAL,1
1916,Ciara,“Fifty percent of the Ottawa police force have all turned in their resignation.”,Facebook posts,"February 8, 2022",false,FAKE,0
1917,Ciara,The federal government requires “COVID passports to visit the movies.”,Facebook posts,"February 8, 2022",false,FAKE,0
1918,Ciara,“Crisis actor in Germany forgets he’s filming on TV.”,Facebook posts,"February 8, 2022",false,FAKE,0
1919,Ciara,Joe Biden gave his used face mask to Stephen Breyer.,Viral image,"February 8, 2022",false,FAKE,0
1920,Paul,"ICE has been illegally releasing immigrants “in Huntersville #NC13 at big box retail locations. Feds aren’t notifying anyone, just making secret drops at 3am.”",Tyler Lee,"February 8, 2022",false,FAKE,0
1921,Jon,"""We've had two members engage in a Democrat-led persecution of ordinary citizens who engaged in legitimate political discourse.”",Ronna McDaniel,"February 8, 2022",false,FAKE,0
1922,Gabrielle,“Governor Kate Brown wants to make Oregon’s mask mandate PERMANENT.”,Christine Drazan,"February 7, 2022",mostly-true,REAL,1
1923,Monique,"Turkey, Brazil, Britain, Sweden, Spain, Czech Republic, Mexico, El Salvador, Japan and Singapore canceled all COVID-19 quarantine procedures, testing and compulsory vaccination and are considering COVID-19 “just a seasonal flu.”",Facebook posts,"February 7, 2022",false,FAKE,0
1924,Tom,"“They call” Jan. 6 “an insurrection,” but “were FBI agents used as political agitators?""",Mauro Garza,"February 7, 2022",false,FAKE,0
1925,Madison,Binding masks to your face with gauze and wrapping pantyhose around your face and mask are now “suggestions to make your mask more ‘effective.’”,Facebook posts,"February 7, 2022",half-true,REAL,1
1926,Ciara,"A Walmart in Dickson City, Pennsylvania, ran out of food.",Viral image,"February 7, 2022",false,FAKE,0
1927,Ciara,"Rep. Alexandria Ocasio-Cortez said, “I don’t need truckers. I get my food from the grocery store.”",Viral image,"February 7, 2022",pants-fire,FAKE,0
1928,Jill,"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",NaturalNews.com,"• February 7,",false,FAKE,0
1929,Bill,“It’s not illegal to go inside the Capitol” as the Oath Keepers and other Jan. 6 rioters did.,Jonathon Moseley,"February 4, 2022",false,FAKE,0
1930,D.L.,"“In 2021, 65 people in Milwaukee have lost their lives due to reckless driving accidents, and more than 9,000 cars have been stolen, double the amount in 2020.”",Cavalier Johnson,"February 4, 2022",half-true,REAL,1
1931,Jon,“Facebook is spamming all climate articles by misleading readers about” the accuracy of climate models.,Watts Up With That,"February 4, 2022",false,FAKE,0
1932,Tom,"Ron DeSantis let ""millions of COVID-19 tests expire.""",Charlie Crist,"February 4, 2022",barely-true,FAKE,0
1933,Laura,On eliminating the filibuster.,Tammy Baldwin,"February 4, 2022",half-flip,FAKE,0
1934,Monique,"“Few, If Any, Doses of Spikevax or Comirnaty Available in United States, Despite FDA Approvals”",Facebook posts,"February 4, 2022",false,FAKE,0
1935,Amy,"“In Texas, because of the laws they passed, a 95-year-old World War II veteran is being denied the right to vote by mail because he can't produce a registration number he got back in the 1950s.”",Stacey Abrams,"February 3, 2022",half-true,REAL,1
1936,Jill,"$2,000 stimulus checks were due on Jan. 19.",Facebook posts,"• February 3,",false,FAKE,0
1937,Amy,“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”,Facebook posts,"February 3, 2022",false,FAKE,0
1938,Ciara,Donald Trump “never left” the White House.,Facebook posts,"February 3, 2022",pants-fire,FAKE,0
1939,Ciara,"A photo shows a crash in Eminence, Indiana.",Facebook posts,"February 3, 2022",false,FAKE,0
